site_no,Date,Mean Water Temp (C),Mean Specific Conductance,Turbidity (FNU),pH
1104405,5/9/2023,13.4,313,,6.537378944305718
1104405,5/10/2023,13.5,315,,7.2913215423151705
1104405,5/11/2023,15,309,,7.156585158785807
1104405,5/12/2023,16.4,312,,7.100155592634509
1104405,5/13/2023,17.7,318,,7.089640097019357
1104405,5/14/2023,16,325,,6.779126164656653
1104405,5/15/2023,14.2,327,,6.883456302515771
1104405,5/16/2023,15,334,,7.397533369700358
1104405,5/17/2023,15.5,339,,6.894078108442964
1104405,5/18/2023,12.7,342,,6.834489103561466
1104405,5/19/2023,13.3,344,,6.609972672187207
1104405,5/20/2023,14,330,,6.710727054509291
1104405,5/21/2023,15.9,242,,7.388972480521951
1104405,5/22/2023,15.4,262,,6.620453090730707
1104405,5/23/2023,13.9,283,,7.183220794798088
1104405,5/24/2023,14.1,298,,6.78760776826477
1104405,5/25/2023,14.5,308,,6.777871945807766
1104405,5/26/2023,13.8,316,,7.362609788527335
1104405,5/27/2023,14.6,326,,7.137115541020585
1104405,5/28/2023,16.6,332,,7.138283710946711
1104405,5/29/2023,17.6,341,,7.094122275103637
1104405,5/30/2023,15.8,347,,6.7147873700398275
1104405,5/31/2023,15.8,351,,7.0205275894325
1104405,6/1/2023,16.6,353,,6.762219819319961
1104405,6/2/2023,17.7,369,,7.10574457116758
1104405,6/3/2023,15,281,,6.851516732022569
1104405,6/4/2023,12.6,296,,7.177070725333153
1104405,6/5/2023,13,310,,6.506439256554767
1104405,6/6/2023,14.4,315,,7.432000079287427
1104405,6/7/2023,14.7,325,,7.127288823792352
1104405,6/8/2023,14.4,328,,6.949757807184271
1104405,6/9/2023,14.5,336,,7.288508135936203
1104405,6/10/2023,14.2,310,,7.449351255444768
1104405,6/11/2023,15.3,313,,6.760075075487492
1104405,6/12/2023,17.2,323,,6.573428166291301
1104405,6/13/2023,17.8,328,,6.939117824891666
1104405,6/14/2023,18,336,,7.080016110544629
1104405,6/15/2023,17.6,326,,7.12254521278214
1104405,6/16/2023,17.9,333,,6.880236059782953
1104405,6/17/2023,17,335,,6.941597562268428
1104405,6/18/2023,16,297,,6.985654947443047
1104405,6/19/2023,16,307,,6.958160138021178
1104405,6/20/2023,15.9,322,,6.751287694650844
1104405,6/21/2023,16.5,333,,6.974027099998169
1104405,6/22/2023,17.2,343,,7.482243759556916
1104405,6/23/2023,17.7,351,,7.3354738579868926
1104405,6/24/2023,18.6,356,,6.521656089002238
1104405,6/25/2023,19.6,363,,6.9586324391827015
1104405,6/26/2023,20.3,365,,6.652511765353577
1104405,6/27/2023,19.8,358,,7.470635534929222
1104405,6/28/2023,19.7,346,,7.449220602347376
1104405,6/29/2023,19.4,241,,6.7609778177449815
1104405,6/30/2023,19.6,273,,6.894062982052241
1104405,7/1/2023,19.7,296,,7.085189115998241
1104405,7/2/2023,18.6,302,,6.580576087116649
1104405,7/3/2023,18.6,242,,6.544735816580824
1104405,7/4/2023,18.9,250,,6.621719509862809
1104405,7/5/2023,20.1,260,,7.2192741194067
1104405,7/6/2023,21.2,281,,6.55033856956645
1104405,7/7/2023,22,305,,7.245335166523692
1104405,7/8/2023,21.7,323,,7.01961476616244
1104405,7/9/2023,21,336,,6.967647845366148
1104405,7/10/2023,19.7,310,,7.4218014298381245
1104405,7/11/2023,20.4,263,,7.087479218391395
1104405,7/12/2023,21.2,284,,7.312217626516773
1104405,7/13/2023,21.3,307,,7.1407450794345255
1104405,7/14/2023,20.3,313,,6.842665390110006
1104405,7/15/2023,21.4,322,,7.025485492102421
1104405,7/16/2023,21.1,304,,7.250868734086942
1104405,7/17/2023,21.9,260,,7.347133812180857
1104405,7/18/2023,21.6,284,,7.110858759198501
1104405,7/19/2023,21,303,,7.403035039501925
1104405,7/20/2023,20.5,318,,7.164629806413825
1104405,7/21/2023,19.5,326,,7.489055551913416
1104405,7/22/2023,19.8,293,,7.499848498012203
1104405,7/23/2023,19.9,317,,6.800185754669579
1104405,7/24/2023,19.9,334,,6.915522262064317
1104405,7/25/2023,20,342,,6.718832559617501
1104405,7/26/2023,20.5,337,,7.103344412890043
1104405,7/27/2023,21.2,349,,7.180245693708317
1104405,7/28/2023,21.9,354,,6.540611911705181
1104405,7/29/2023,21.9,324,,7.148751224463794
1104405,7/30/2023,20,220,,6.866635527854168
1104405,7/31/2023,18.8,261,,7.4587937365794765
1104405,8/1/2023,18.4,292,,7.182259191166881
1104405,8/2/2023,17.2,313,,7.225444846757728
1104405,8/3/2023,18,330,,7.437506203902252
1104405,8/4/2023,18.5,341,,7.419724645027825
1104405,8/5/2023,19.8,345,,6.996961250316135
1104405,8/6/2023,18.9,356,,7.247626904906165
1104405,8/7/2023,18.2,362,,6.815308606869561
1104405,8/8/2023,20.2,209,,6.94121328288781
1104405,8/9/2023,20.9,162,,6.885535440270017
1104405,8/10/2023,19.9,200,,6.839126327240709
1104405,8/11/2023,20,204,,6.861215698213387
1104405,8/12/2023,19.2,229,,6.728012007866216
1104405,8/13/2023,20.2,254,,7.069919484198465
1104405,8/14/2023,19.7,266,,7.444718584181185
1104405,8/15/2023,19.2,256,,7.419077090278608
1104405,8/16/2023,18.6,250,,6.894948910237615
1104405,8/17/2023,18.3,260,,7.029053999542335
1104405,8/18/2023,19.3,210,,7.124369993172653
1104405,8/19/2023,18.3,187,,6.8069672391268625
1104405,8/20/2023,18.4,220,,7.3153858717800775
1104405,8/21/2023,18.9,248,,7.306974679263852
1104405,8/22/2023,18.7,250,,6.841677105626386
1104405,8/23/2023,17.3,265,,7.193439335979204
1104405,8/24/2023,17.2,283,,7.152769333452713
1104405,8/25/2023,17.6,202,,7.243700494447007
1104405,8/26/2023,19.2,189,,6.972402175726019
1104405,8/27/2023,18.8,215,,7.412498815589084
1104405,8/28/2023,18.2,236,,6.700067035509167
1104405,8/29/2023,18.3,240,,7.3600229830107295
1104405,8/30/2023,19.2,214,,7.109216692125771
1104405,8/31/2023,17.9,218,,6.776878993214188
1104405,9/1/2023,16.2,233,,6.96355687072402
1104405,9/2/2023,16.6,247,,7.333837621257697
1104405,9/3/2023,18.1,258,,7.19392254928354
1104405,9/4/2023,18.7,266,,7.440543921728442
1104405,9/5/2023,19.1,272,,6.531714733437919
1104405,9/6/2023,19.8,280,,7.393257562902785
1104405,9/7/2023,20.5,286,,7.208045833121165
1104405,9/8/2023,20.2,284,,6.830473861020973
1104405,9/9/2023,20,264,,6.7972368959214835
1104405,9/10/2023,19.9,239,,6.727008339221752
1104405,9/11/2023,20.3,199,,7.125063630034657
1104405,9/12/2023,20.1,217,,6.928265668729527
1104405,9/13/2023,19.6,228,,6.546389415030321
1104405,9/14/2023,18.9,220,,7.290511586591309
1104405,9/15/2023,17,231,,6.605936793992834
1104405,9/16/2023,16.3,246,,6.834956852232005
1104405,9/17/2023,16.4,257,,6.895698218755209
1104405,9/18/2023,16.8,236,,7.428093590552265
1104405,9/19/2023,17.3,142,,6.732005271913108
1104405,9/20/2023,16.6,181,,6.643882613044394
1104405,9/21/2023,15.6,220,,6.67993365047022
1104405,9/22/2023,14.9,247,,7.297489879386843
1104405,9/23/2023,13.9,260,,7.44544335287455
1104405,9/24/2023,14.7,265,,6.94654073859911
1104405,9/25/2023,14.8,263,,7.216523156115997
1104405,9/26/2023,14,262,,6.754888775351395
1104405,9/27/2023,12.6,268,,7.037045019012866
1104405,9/28/2023,12.9,276,,6.757072905586693
1104405,9/29/2023,12.8,269,,7.034058501681059
1104405,9/30/2023,13.4,240,,7.409852132593954
1104405,10/1/2023,13.6,251,,7.31771231991005
1104405,10/2/2023,14.4,266,,7.315261758173446
1104405,10/3/2023,14.2,277,,6.751134693557937
1104405,10/4/2023,15.6,287,,7.023769950872316
1104405,10/5/2023,16,292,,7.0353249560642945
1104405,10/6/2023,16.3,297,,6.629884621034127
1104405,10/7/2023,16.5,303,,6.780454108224696
1104405,10/8/2023,14.6,298,,6.796975802565376
1104405,10/9/2023,12.7,293,,6.701605803755109
1104405,10/10/2023,12.3,297,,7.138078602975184
1104405,10/11/2023,12.6,300,,7.162598989647508
1104405,10/12/2023,13,301,,6.724063820250595
1104405,10/13/2023,12.1,304,,7.447893868999904
1104405,10/14/2023,11.5,307,,6.696697998852473
1104405,10/15/2023,11.6,310,,7.231033219524357
1104405,10/16/2023,11.6,313,,6.849194775572611
1104405,10/17/2023,11.4,313,,7.272224829858166
1104405,10/18/2023,11.8,311,,6.841606727627747
1104405,10/19/2023,12.4,311,,7.131241267684765
1104405,10/20/2023,12.4,313,,7.179011020723137
15s,20d,14n,14n,,6.68615085178611
1104410,4/4/2023,9.3,1040,,7.059759279930471
1104410,4/5/2023,8,1060,,6.857036350225454
1104410,4/6/2023,8.8,1060,,7.103671423293381
1104410,4/7/2023,9.3,1080,,6.975419364985354
1104410,4/8/2023,7.5,1090,,6.5500801327534
1104410,4/9/2023,7.5,1080,,6.986222415641688
1104410,4/10/2023,8.8,1080,,7.477287289156064
1104410,4/11/2023,10.7,1100,,7.343263165185883
1104410,4/12/2023,12.2,1130,,7.45267309376543
1104410,4/13/2023,14,1140,,6.689590256388542
1104410,4/14/2023,15.2,1170,,6.741477030752855
1104410,4/15/2023,13.4,1170,,7.212351490867315
1104410,4/16/2023,12.4,1180,,6.965288673470242
1104410,4/17/2023,11.2,1180,,6.892059921302157
1104410,4/18/2023,10.7,1220,,6.786808567232584
1104410,4/19/2023,9.4,1270,,6.968175383894341
1104410,4/20/2023,10.4,1240,,6.616220542473153
1104410,4/21/2023,10.9,1240,,6.5720223142979055
1104410,4/22/2023,9.8,1230,,6.535298261448679
1104410,4/23/2023,9.1,850,,6.590009460998788
1104410,4/24/2023,10.3,975,,6.8047101459355
1104410,4/25/2023,10.8,979,,6.723924462641575
1104410,4/26/2023,11.1,1040,,7.2781349030372535
1104410,4/27/2023,10.8,1040,,6.683173600259182
1104410,4/28/2023,11.3,1090,,6.698820528052197
1104410,4/29/2023,10.5,1070,,6.637078282187004
1104410,4/30/2023,10,752,,6.565627265660621
1104410,5/1/2023,12,627,,7.377829939531647
1104410,5/2/2023,10.8,713,,6.869052289795893
1104410,5/3/2023,10.1,774,,6.729916055823398
1104410,5/4/2023,9.6,783,,6.888721497312368
1104410,5/5/2023,10.4,799,,6.675984172781602
1104410,5/6/2023,12.5,825,,7.327092508512129
1104410,5/7/2023,14.1,855,,6.63455750820076
1104410,5/8/2023,15,895,,7.016617610747666
1104410,5/9/2023,12.4,934,,7.216055241285648
1104410,5/10/2023,12.7,949,,6.589976824784093
1104410,5/11/2023,14.2,960,,7.100091504029727
1104410,5/12/2023,15.3,975,,7.239675424545263
1104410,5/13/2023,15.8,993,,6.732186855635964
1104410,5/14/2023,13.5,1010,,7.374502865979918
1104410,5/15/2023,12.9,1030,,7.206551353176463
1104410,5/16/2023,14.1,1050,,7.368321906513477
1104410,5/17/2023,12.5,1090,,7.476926314554124
1104410,5/18/2023,10.7,1100,,7.232769685021821
1104410,5/19/2023,12.4,1130,,7.181877950728645
1104410,5/20/2023,13.7,916,,6.554693052208133
1104410,5/21/2023,15.4,758,,7.352756531581624
1104410,5/22/2023,13.9,897,,7.331526916530843
1104410,5/23/2023,12.8,931,,7.4884490851202665
1104410,5/24/2023,13.2,956,,7.3400759950380925
1104410,5/25/2023,13,1020,,6.9189844457642575
1104410,5/26/2023,12.6,1030,,7.448429627049977
1104410,5/27/2023,13.7,1050,,7.207661566078186
1104410,5/28/2023,15.6,1070,,6.76886608256591
1104410,5/29/2023,14.9,1100,,7.084261530786384
1104410,5/30/2023,13.3,1130,,6.815973780240763
1104410,5/31/2023,14.4,1140,,7.475574924563271
1104410,6/1/2023,16.3,1150,,6.540864790437726
1104410,6/2/2023,17.9,1060,,7.0703334760468906
1104410,6/3/2023,13.7,1120,,6.514103694375597
1104410,6/4/2023,11.7,1080,,7.483923664686717
1104410,6/5/2023,12.4,1050,,6.528803970569899
1104410,6/6/2023,13.6,1150,,6.752142135678979
1104410,6/7/2023,13.4,1160,,7.3977424560826925
1104410,6/8/2023,13,1190,,7.3571202473353985
1104410,6/9/2023,13.4,1050,,7.343168687772027
1104410,6/10/2023,13.1,1130,,7.094158998256512
1104410,6/11/2023,14.4,1170,,6.760964471058978
1104410,6/12/2023,16.2,1150,,6.630876221462512
1104410,6/13/2023,16.4,1170,,6.996824438873526
1104410,6/14/2023,16.5,1120,,6.611051704261353
1104410,6/15/2023,16.2,1250,,6.864489193507117
1104410,6/16/2023,16.6,1230,,7.419814178204772
1104410,6/17/2023,16.1,936,,6.7457733032898535
1104410,6/18/2023,15.4,1020,,6.982617838007412
1104410,6/19/2023,15,1040,,6.892760527612634
1104410,6/20/2023,14.7,1050,,7.303360759282835
1104410,6/21/2023,14.9,1090,,7.1298287825796915
1104410,6/22/2023,15.1,1130,,7.224027656318643
1104410,6/23/2023,15.8,1170,,6.890790862337903
1104410,6/24/2023,17.2,842,,6.837514024976668
1104410,6/25/2023,18.5,927,,7.4060670761858525
1104410,6/26/2023,18.3,924,,7.005468392541357
1104410,6/27/2023,18.6,1040,,7.400874608746044
1104410,6/28/2023,18.9,554,,6.7362435948436445
1104410,6/29/2023,18.9,592,,7.304904897817047
1104410,6/30/2023,18.6,541,,6.545744833888179
1104410,7/1/2023,18.5,883,,6.790209490141336
1104410,7/2/2023,18.3,915,,6.766148841360687
1104410,7/3/2023,18.4,862,,7.094886846135312
1104410,7/4/2023,18.6,856,,7.2213548914835375
1104410,7/5/2023,19.2,1020,,7.316474193065409
1104410,7/6/2023,20.1,967,,6.848839072074338
1104410,7/7/2023,20.5,1040,,7.257941497788227
1104410,7/8/2023,20.2,1090,,6.503411543730969
1104410,7/9/2023,19.8,1100,,7.323961317073448
1104410,7/10/2023,19.6,638,,6.938009101617227
1104410,7/11/2023,19.5,773,,7.148335772276784
1104410,7/12/2023,19.9,723,,7.099929019721781
1104410,7/13/2023,20.2,856,,6.9000415751341855
1104410,7/14/2023,19.7,841,,7.080788087968148
1104410,7/15/2023,20.4,1070,,7.433539382658334
1104410,7/16/2023,21.3,869,,6.856640750014019
1104410,7/17/2023,21.1,912,,6.777178666200293
1104410,7/18/2023,20.8,705,,6.776830116113699
1104410,7/19/2023,20.1,651,,6.622640652048846
1104410,7/20/2023,19.5,703,,7.179429845606941
1104410,7/21/2023,19,604,,6.64810921030215
1104410,7/22/2023,18.9,704,,6.544419529350431
1104410,7/23/2023,18.9,851,,7.405803885082155
1104410,7/24/2023,19.2,863,,7.166697211419455
1104410,7/25/2023,19.5,958,,6.723354710558598
1104410,7/26/2023,19.6,686,,7.427940354194965
1104410,7/27/2023,20.5,955,,7.032738646520679
1104410,7/28/2023,21.1,1000,,6.737579335524743
1104410,7/29/2023,21.6,1020,,6.653995525415749
1104410,7/30/2023,19.2,756,,6.66675285551955
1104410,7/31/2023,18,943,,6.777220219084112
1104410,8/1/2023,17.6,1080,,7.254527555686482
1104410,8/2/2023,16.6,1150,,6.929540638144157
1104410,8/3/2023,17.5,1210,,6.989050195297155
1104410,8/4/2023,18.1,1250,,7.222782040671901
1104410,8/5/2023,18.9,1280,,6.668326870509534
1104410,8/6/2023,18.2,1320,,7.054716853164888
1104410,8/7/2023,17.9,1340,,7.221923292904687
1104410,8/8/2023,20.8,525,,6.5791095880385315
1104410,8/9/2023,20,610,,7.305530209525626
1104410,8/10/2023,19.3,707,,7.245175113216384
1104410,8/11/2023,19.3,756,,6.857071897207862
1104410,8/12/2023,18.4,840,,6.831956116991564
1104410,8/13/2023,19.7,902,,6.63502511094475
1104410,8/14/2023,19,993,,6.6252590806762335
1104410,8/15/2023,19.1,822,,6.6896943935631255
1104410,8/16/2023,18.1,906,,7.345516936516725
1104410,8/17/2023,17.9,959,,7.119615322262914
1104410,8/18/2023,19,667,,7.17312732995202
1104410,8/19/2023,17.6,690,,6.641771980150747
1104410,8/20/2023,17.7,800,,6.740719728901852
1104410,8/21/2023,18.5,851,,6.663048692619714
1104410,8/22/2023,18,928,,7.0106121802534975
1104410,8/23/2023,16.7,994,,6.586960039401587
1104410,8/24/2023,16.9,995,,7.350081877597909
1104410,8/25/2023,17.7,522,,6.964621142015251
1104410,8/26/2023,18.7,629,,6.916466886275485
1104410,8/27/2023,18.3,662,,6.69216086165893
1104410,8/28/2023,17.7,864,,6.775588809170962
1104410,8/29/2023,18.1,909,,7.200084223626686
1104410,8/30/2023,19.1,649,,6.6459227309529325
1104410,8/31/2023,17.2,765,,7.127390614438916
1104410,9/1/2023,15.8,856,,6.538713334291186
1104410,9/2/2023,16.3,907,,7.155079202281399
1104410,9/3/2023,17.6,935,,6.500030429521428
1104410,9/4/2023,18.3,972,,6.683979606111558
1104410,9/5/2023,18.8,1000,,6.747421235291783
1104410,9/6/2023,19.4,1030,,7.3993790529146715
1104410,9/7/2023,20,1070,,7.002165075475563
1104410,9/8/2023,20,960,,7.285718398045022
1104410,9/9/2023,19.5,967,,7.240663831717216
1104410,9/10/2023,19.9,704,,7.01942905844817
1104410,9/11/2023,19.8,600,,6.935823013687528
1104410,9/12/2023,19.5,758,,7.019361242658225
1104410,9/13/2023,19.4,714,,6.685772915420363
1104410,9/14/2023,18.2,784,,7.016533436507818
1104410,9/15/2023,16.4,827,,6.594423358984326
1104410,9/16/2023,15.8,878,,6.615568692730115
1104410,9/17/2023,15.9,908,,6.633290237834091
1104410,9/18/2023,17,614,,6.644653002564934
1104410,9/19/2023,17,359,,6.795556819757251
1104410,9/20/2023,16.3,537,,6.62780887059989
1104410,9/21/2023,15.5,607,,6.5837702356173065
1104410,9/22/2023,14.8,708,,7.493299019255962
1104410,9/23/2023,14,768,,6.832627864429529
1104410,9/24/2023,14.7,783,,7.345689070337808
1104410,9/25/2023,14.7,773,,6.786928060645488
1104410,9/26/2023,13.8,815,,6.968553986015148
1104410,9/27/2023,12.6,858,,6.970822197792719
1104410,9/28/2023,12.8,887,,7.100487670732214
1104410,9/29/2023,12.9,815,,7.200037809357066
1104410,9/30/2023,13.3,777,,6.730549486894118
1104410,10/1/2023,13.5,815,,7.263898051258153
1104410,10/2/2023,14.2,850,,6.938971978390927
1104410,10/3/2023,14.1,912,,7.204586619515166
1104410,10/4/2023,15.5,932,,6.9665423943857325
1104410,10/5/2023,15.8,957,,6.74929161483761
1104410,10/6/2023,16.1,982,,7.302491118862004
1104410,10/7/2023,16.5,978,,7.104762684534638
1104410,10/8/2023,14.3,982,,7.400486976472425
1104410,10/9/2023,12.6,1030,,7.204290152136827
1104410,10/10/2023,12.2,1040,,7.053369280006829
1104410,10/11/2023,12.5,1100,,7.080063942965039
1104410,10/12/2023,13,1100,,6.8849675843672
1104410,10/13/2023,12.1,1120,,7.024352294866647
1104410,10/14/2023,11.5,1140,,7.189920938285476
1104410,10/15/2023,11.7,1160,,6.814107092540151
1104410,10/16/2023,11.6,1170,,7.3632541907818965
1104410,10/17/2023,11.5,1190,,7.399750799745629
1104410,10/18/2023,11.8,1230,,6.556738879160771
1104410,10/19/2023,12.5,1230,,6.945411185535755
1104410,10/20/2023,12.6,1230,,6.739714666086659
1104415,4/4/2023,9.5,,,7.332992295883504
1104415,4/5/2023,8.3,,,6.697806326027008
1104415,4/6/2023,9.0,,,6.7002988526339875
1104415,4/7/2023,9.2,,,6.746211965212064
1104415,4/8/2023,7.8,,,7.31459194026338
1104415,4/9/2023,7.7,,,7.325057890573242
1104415,4/10/2023,8.9,,,6.5157969934936375
1104415,4/11/2023,10.3,,,6.867360348271365
1104415,4/12/2023,11.7,,,7.385790398829869
1104415,4/13/2023,13.1,,,7.222340908782802
1104415,4/14/2023,14.2,,,7.351103375162771
1104415,4/15/2023,13.0,,,6.916757237265649
1104415,4/16/2023,12.2,,,6.569006762332592
1104415,4/17/2023,11.2,,,7.357872375947483
1104415,4/18/2023,10.7,,,7.198777398619275
1104415,4/19/2023,9.5,,,7.421470796813997
1104415,4/20/2023,10.4,,,6.908360222587879
1104415,4/21/2023,10.8,,,6.927574852689423
1104415,4/22/2023,10.0,,,7.465897457834478
1104415,4/23/2023,9.7,,,7.180387278865394
1104415,4/24/2023,10.8,,,6.616250930214801
1104415,4/25/2023,11.0,,,6.661704862220116
1104415,4/26/2023,11.2,,,7.008497527386128
1104415,4/27/2023,10.9,,,7.4697369857884865
1104415,4/28/2023,11.3,,,6.59219425072076
1104415,4/29/2023,10.6,,,6.857244624660764
1104415,4/30/2023,10.5,,,7.100423260877416
1104415,5/1/2023,12.0,,,6.824585310223977
1104415,5/2/2023,10.8,,,7.334792347579056
1104415,5/3/2023,10.5,,,6.811295776070752
1104415,5/4/2023,10.0,,,7.260751618105903
1104415,5/5/2023,10.7,,,6.9208050774439895
1104415,5/6/2023,12.1,,,7.4714152036607855
1104415,5/7/2023,13.1,,,6.865066992255906
1104415,5/8/2023,13.6,,,7.059520195417326
1104415,5/9/2023,11.8,,,6.57957968690484
1104415,5/10/2023,12.1,,,7.090183006454938
1104415,5/11/2023,13.3,,,7.170050059291341
1104415,5/12/2023,14.3,,,7.2746294055793435
1104415,5/13/2023,14.7,,,6.752885797829311
1104415,5/14/2023,12.9,,,7.130622346891244
1104415,5/15/2023,12.4,,,6.703234537430619
1104415,5/16/2023,13.4,,,6.807544996857941
1104415,5/17/2023,12.2,,,6.890796243743517
1104415,5/18/2023,10.9,,,6.651645249097956
1104415,5/19/2023,12.3,,,6.692034232455262
1104415,5/20/2023,14.3,,,6.628837202951118
1104415,5/21/2023,15.7,,,7.05049714340288
1104415,5/22/2023,13.8,,,6.6494460397780815
1104415,5/23/2023,12.9,,,6.575676921774892
1104415,5/24/2023,13.2,,,7.406452508706555
1104415,5/25/2023,13.2,,,6.528179635343665
1104415,5/26/2023,12.8,,,7.089568281028496
1104415,5/27/2023,13.6,,,7.043326184118317
1104415,5/28/2023,15.2,,,6.909559303944751
1104415,5/29/2023,14.5,,,7.435926492552257
1104415,5/30/2023,13.4,,,7.220085641794633
1104415,5/31/2023,14.2,,,7.176378169151493
1104415,6/1/2023,15.8,,,7.21360481686401
1104415,6/2/2023,17.3,,,6.806593649637693
1104415,6/3/2023,14.4,,,6.586717333594112
1104415,6/4/2023,12.1,,,7.189053882976611
1104415,6/5/2023,13.0,,,7.119246171190177
1104415,6/6/2023,13.9,,,7.05489240497703
1104415,6/7/2023,13.5,,,7.08157593494984
1104415,6/8/2023,13.1,,,6.910749143211808
1104415,6/9/2023,13.7,,,6.923514795280719
1104415,6/10/2023,13.8,,,6.970789419558075
1104415,6/11/2023,14.6,,,6.943859364123648
1104415,6/12/2023,15.9,,,6.9430413244654225
1104415,6/13/2023,16.7,,,6.680229068457416
1104415,6/14/2023,16.6,,,6.618942694513139
1104415,6/15/2023,16.5,,,6.748178449361374
1104415,6/16/2023,16.4,,,6.752809482868552
1104415,6/17/2023,16.5,,,7.482997366551725
1104415,6/18/2023,15.9,,,7.197246874185481
1104415,6/19/2023,15.3,,,7.1196185713303946
1104415,6/20/2023,15.0,,,7.282709850847777
1104415,6/21/2023,15.0,,,6.655228598684127
1104415,6/22/2023,15.2,,,6.716884291376925
1104415,6/23/2023,15.8,,,6.710181886223467
1104415,6/24/2023,16.9,,,6.785977690169635
1104415,6/25/2023,17.8,,,6.853029126808093
1104415,6/26/2023,17.7,,,7.492170548297875
1104415,6/27/2023,17.9,,,6.9299754780260026
1104415,6/28/2023,18.7,,,7.383104603411325
1104415,6/29/2023,18.9,,,7.038115910624481
1104415,6/30/2023,18.1,,,6.875741858247986
1104415,7/1/2023,17.7,,,7.243061588163084
1104415,7/2/2023,18.5,,,7.180517251264233
1104415,7/3/2023,18.8,,,7.281604646835644
1104415,7/4/2023,19.0,,,6.585449421069164
1104415,7/5/2023,19.1,,,7.115213418512944
1104415,7/6/2023,19.4,,,7.27633894517622
1104415,7/7/2023,19.6,,,6.615363297967974
1104415,7/8/2023,19.3,,,6.747249456563301
1104415,7/9/2023,19.0,,,6.561087297626675
1104415,7/10/2023,19.7,,,7.256676516441164
1104415,7/11/2023,19.4,,,7.44928052697834
1104415,7/12/2023,19.3,,,6.86355128811283
1104415,7/13/2023,19.4,,,7.185954812827761
1104415,7/14/2023,19.4,,,7.259459459433617
1104415,7/15/2023,19.8,,,6.595752331627542
1104415,7/16/2023,21.5,,,6.760238586217649
1104415,7/17/2023,20.9,,,7.216088552363263
1104415,7/18/2023,20.1,,,7.261290748412121
1104415,7/19/2023,19.5,,,6.959890219821153
1104415,7/20/2023,18.9,,,7.44209084590542
1104415,7/21/2023,18.8,,,7.17454662054469
1104415,7/22/2023,19.1,,,7.273095280889882
1104415,7/23/2023,18.5,,,6.861861454433275
1104415,7/24/2023,18.6,,,6.986133970538637
1104415,7/25/2023,19.0,,,6.7402821474253045
1104415,7/26/2023,19.0,,,6.655232470162279
1104415,7/27/2023,19.6,,,7.153385130001727
1104415,7/28/2023,19.9,,,7.328218718172245
1104415,7/29/2023,21.3,,,7.360548019189231
1104415,7/30/2023,19.4,,,7.037678551548077
1104415,7/31/2023,18.0,,,6.531399258686568
1104415,8/1/2023,17.6,,,7.046975766062894
1104415,8/2/2023,16.7,,,7.3605833503274
1104415,8/3/2023,17.3,,,7.4710843307972
1104415,8/4/2023,17.7,,,6.847505892749567
1104415,8/5/2023,18.2,,,7.245903067499749
1104415,8/6/2023,17.6,,,6.73772680709652
1104415,8/7/2023,17.3,,,6.840988119591413
1104415,8/15/2023,19.6,,,7.436214530190628
1104415,8/16/2023,18.5,,,6.505477722070654
1104415,8/17/2023,18.1,,,7.420302930197062
1104415,8/18/2023,19.3,,,7.323034451340299
1104415,8/19/2023,17.7,,,6.950346524134441
1104415,8/20/2023,17.9,,,6.938539080307742
1104415,8/21/2023,18.8,,,6.923460236236817
1104415,8/22/2023,18.6,,,6.54416107984054
1104415,8/23/2023,17.1,,,7.271547305605662
1104415,8/24/2023,17.2,,,7.136097106322586
1104415,8/25/2023,18.6,,,6.64799815950764
1104415,8/26/2023,18.8,,,7.058422619220858
1104415,8/27/2023,18.3,,,7.2319027433847065
1104415,8/28/2023,17.9,,,7.232342538426162
1104415,8/29/2023,18.3,,,6.66307970665122
1104415,8/30/2023,19.8,,,7.22102733320188
1104415,8/31/2023,17.5,,,6.770818208101587
1104415,9/1/2023,16.4,,,6.8917504018405715
1104415,9/2/2023,16.9,,,6.919857756203228
1104415,9/3/2023,18.0,,,6.670165634539874
1104415,9/4/2023,18.4,,,7.107469877698071
1104415,9/5/2023,18.8,,,7.3544340051747135
1104415,9/6/2023,19.3,,,7.051354674747879
1104415,9/7/2023,19.7,,,6.90693956141162
1104415,9/8/2023,20.0,,,6.86595417833148
1104415,9/9/2023,19.8,,,7.4881843925924665
1104415,9/10/2023,20.3,,,7.458517672730051
1104415,9/11/2023,19.9,,,7.268653824601881
1104415,9/12/2023,19.6,,,6.967089101821822
1104415,9/13/2023,19.7,,,6.550486456600705
1104415,9/14/2023,18.7,,,7.310835715198428
1104415,9/15/2023,17.0,,,7.490402135298173
1104415,9/16/2023,16.4,,,7.010964694019906
1104415,9/17/2023,16.6,,,6.85004515739517
1104415,9/18/2023,17.8,,,6.985713476737007
1104415,9/19/2023,17.7,,,6.514442390062098
1104415,9/20/2023,16.9,,,6.545511636959311
1104415,9/21/2023,16.3,,,7.130152573041611
1104415,9/22/2023,15.9,,,6.9340135563286545
1104415,9/23/2023,15.3,,,6.860474723801686
1104415,9/24/2023,15.9,,,6.989248807851656
1104415,9/25/2023,15.8,,,7.421307853765592
1104415,9/26/2023,15.0,,,7.075745764014749
1104415,9/27/2023,14.1,,,7.0777363474200286
1104415,9/28/2023,14.4,,,7.202368802024552
1104415,9/29/2023,14.4,,,6.838251508282018
1104415,9/30/2023,14.8,,,6.708270224482098
1104415,10/1/2023,14.9,,,6.709143146786299
1104415,10/2/2023,15.4,,,6.569668946131929
